token_estimate,char_count,word_count,message_count,role_counts,max_turn_chars,avg_turn_chars,pii_flag,url_flag,handle_flag,prompt_injection_flag,prompt_injection_patterns,ritual_marker_count,topic_drift_estimate,too_long_flag,llm_readability_score,pack_id,chapter_id,chapter_title,session_id,start_time_utc,end_time_utc
699,2796,378,5,"{'assistant': 4, 'user': 1}",2082,558,False,False,False,False,[],19,0.985,False,100,46a5c8006d16,68b3f984-9a38-832a-9020-cf2015255162,Искра·kinescreef,68b3f984-9a38-832a-9020-cf2015255162::S12,2025-09-04T08:00:58.410000Z,2025-09-04T08:03:05.538607Z
453,1814,214,2,"{'assistant': 1, 'user': 1}",1641,906,False,True,False,False,[],4,0.969,False,90,fe3a66b9c27b,68b3f984-9a38-832a-9020-cf2015255162,Искра·kinescreef,68b3f984-9a38-832a-9020-cf2015255162::S13,2025-09-04T12:37:06.502000Z,2025-09-04T12:37:26.423803Z
14163,56655,6060,10,"{'assistant': 6, 'user': 4}",40217,5664,False,True,True,False,[],33,0.843,False,70,6d820f648378,68b3f984-9a38-832a-9020-cf2015255162,Искра·kinescreef,68b3f984-9a38-832a-9020-cf2015255162::S14,2025-09-04T14:52:57.516000Z,2025-09-04T15:25:32.917851Z
8070,32282,4184,16,"{'assistant': 8, 'user': 8}",5448,2016,False,False,False,False,[],100,0.833,False,100,fd5315f5a8c0,68b3f984-9a38-832a-9020-cf2015255162,Искра·kinescreef,68b3f984-9a38-832a-9020-cf2015255162::S15,2025-09-04T19:32:44.096000Z,2025-09-04T20:15:30.461739Z
2263,9055,1166,6,"{'assistant': 3, 'user': 3}",2821,1508,False,True,False,False,[],32,0.785,False,90,2bab1961cc4c,68b3f984-9a38-832a-9020-cf2015255162,Искра·kinescreef,68b3f984-9a38-832a-9020-cf2015255162::S16,2025-09-04T21:20:06.161000Z,2025-09-04T22:08:29.737566Z
1344,5378,736,4,"{'assistant': 2, 'user': 2}",1966,1343,True,False,False,False,[],25,0.749,False,85,83f7a74f4afc,68b3f984-9a38-832a-9020-cf2015255162,Искра·kinescreef,68b3f984-9a38-832a-9020-cf2015255162::S17,2025-09-05T04:01:10.004000Z,2025-09-05T04:10:08.040066Z
1224,4896,603,6,"{'assistant': 3, 'user': 3}",1653,815,False,False,False,False,[],19,0.83,False,100,9e8bf58d374f,68b3f984-9a38-832a-9020-cf2015255162,Искра·kinescreef,68b3f984-9a38-832a-9020-cf2015255162::S18,2025-09-05T20:29:54.920000Z,2025-09-05T21:42:12.524978Z
547,2190,307,2,"{'assistant': 1, 'user': 1}",1704,1094,True,True,False,False,[],10,0.885,False,75,3ef9012e2ae9,68b3f984-9a38-832a-9020-cf2015255162,Искра·kinescreef,68b3f984-9a38-832a-9020-cf2015255162::S19,2025-09-05T22:50:43.584000Z,2025-09-05T22:51:19.836796Z
12487,49949,6628,5,"{'assistant': 3, 'user': 2}",38562,9989,True,True,False,False,[],152,0.921,False,65,7d25dd28e006,68b3f984-9a38-832a-9020-cf2015255162,Искра·kinescreef,68b3f984-9a38-832a-9020-cf2015255162::S20,2025-09-06T17:00:32.331000Z,2025-09-06T17:07:05.281544Z
1978,7914,1202,5,"{'assistant': 3, 'user': 2}",4827,1582,False,False,False,False,[],43,0.892,False,100,d06e74e0307f,68b3f984-9a38-832a-9020-cf2015255162,Искра·kinescreef,68b3f984-9a38-832a-9020-cf2015255162::S21,2025-09-06T19:02:23.797000Z,2025-09-06T19:19:52.662102Z
1029,4119,520,4,"{'assistant': 2, 'user': 2}",2236,1029,False,True,False,False,[],11,0.745,False,90,751b1c130862,68b3f984-9a38-832a-9020-cf2015255162,Искра·kinescreef,68b3f984-9a38-832a-9020-cf2015255162::S22,2025-09-07T03:35:24.314000Z,2025-09-07T03:43:51.848884Z
9412,37650,4246,29,"{'assistant': 15, 'user': 14}",6811,1297,True,True,True,False,[],57,0.884,False,45,4c2ea988a569,68b400fa-ab58-8324-9639-ada95921b2ac,Анализ файлов системы,68b400fa-ab58-8324-9639-ada95921b2ac::S1,2025-08-31T07:59:53.217000Z,2025-08-31T10:21:50.573531Z
1811,7246,906,8,"{'assistant': 4, 'user': 4}",2370,904,False,True,False,False,[],10,0.869,False,90,aa164cd81283,68b400fa-ab58-8324-9639-ada95921b2ac,Анализ файлов системы,68b400fa-ab58-8324-9639-ada95921b2ac::S2,2025-08-31T13:00:07.313000Z,2025-08-31T13:11:32.004751Z
940,3763,548,2,"{'assistant': 1, 'user': 1}",1952,1881,False,False,False,False,[],21,0.852,False,100,e40b85edf118,68b400fa-ab58-8324-9639-ada95921b2ac,Анализ файлов системы,68b400fa-ab58-8324-9639-ada95921b2ac::S3,2025-08-31T19:33:40.906000Z,2025-08-31T19:33:43.733122Z
2985,11940,1575,16,"{'assistant': 9, 'user': 7}",3580,745,False,True,False,False,[],32,0.876,False,80,37bc07094899,68b400fa-ab58-8324-9639-ada95921b2ac,Анализ файлов системы,68b400fa-ab58-8324-9639-ada95921b2ac::S4,2025-08-31T22:54:11.379000Z,2025-08-31T23:36:17.532223Z
585,2343,262,1,{'assistant': 1},2343,2343,False,False,False,False,[],9,1.0,False,100,c0b68b65f9d1,68b400fa-ab58-8324-9639-ada95921b2ac,Анализ файлов системы,68b400fa-ab58-8324-9639-ada95921b2ac::S5,2025-09-01T18:02:09.928556Z,2025-09-01T18:02:09.928556Z
1840,7362,936,7,"{'assistant': 4, 'user': 3}",3415,1050,False,True,True,False,[],24,0.864,False,80,55fa3616f45a,68b400fa-ab58-8324-9639-ada95921b2ac,Анализ файлов системы,68b400fa-ab58-8324-9639-ada95921b2ac::S6,2025-09-02T07:21:17.223000Z,2025-09-02T08:48:08.509171Z
114,459,65,2,"{'assistant': 1, 'user': 1}",457,229,False,False,False,False,[],2,1.0,False,100,071f9353a1fd,68b400fa-ab58-8324-9639-ada95921b2ac,Анализ файлов системы,68b400fa-ab58-8324-9639-ada95921b2ac::S7,2025-09-02T19:04:37.448000Z,2025-09-02T19:04:38.361122Z
341,1367,165,6,"{'assistant': 3, 'user': 3}",483,227,False,False,False,False,[],6,0.922,False,100,5704f667a34b,68b400fa-ab58-8324-9639-ada95921b2ac,Анализ файлов системы,68b400fa-ab58-8324-9639-ada95921b2ac::S8,2025-09-03T19:45:45.836000Z,2025-09-03T20:06:07.675157Z
3327,13311,1878,10,"{'assistant': 5, 'user': 5}",5117,1330,False,False,False,False,[],45,0.835,False,100,110e2479cfbe,68b400fa-ab58-8324-9639-ada95921b2ac,Анализ файлов системы,68b400fa-ab58-8324-9639-ada95921b2ac::S9,2025-09-04T03:24:11.809000Z,2025-09-04T03:33:06.120209Z
798,3193,445,4,"{'assistant': 2, 'user': 2}",2308,797,False,False,False,False,[],18,0.861,False,100,66b554b04ef2,68b400fa-ab58-8324-9639-ada95921b2ac,Анализ файлов системы,68b400fa-ab58-8324-9639-ada95921b2ac::S10,2025-09-04T04:39:07.736000Z,2025-09-04T04:39:25.045961Z
8327,33308,3641,14,"{'assistant': 7, 'user': 7}",9848,2378,False,True,True,False,[],32,0.877,False,60,e087a84f62f7,68b40735-a070-8323-b07e-a49eff13b560,Анализ файлов,68b40735-a070-8323-b07e-a49eff13b560::S1,2025-08-31T08:26:28.875000Z,2025-08-31T10:22:37.851805Z
575,2302,282,2,"{'assistant': 1, 'user': 1}",2258,1150,False,True,False,False,[],0,0.961,False,90,093bcd7b7ce1,68b40735-a070-8323-b07e-a49eff13b560,Анализ файлов,68b40735-a070-8323-b07e-a49eff13b560::S2,2025-08-31T13:01:02.371000Z,2025-08-31T13:01:25.536976Z
1138,4553,609,2,"{'assistant': 1, 'user': 1}",2600,2276,False,False,False,False,[],18,0.895,False,100,d633019cfbd8,68b40735-a070-8323-b07e-a49eff13b560,Анализ файлов,68b40735-a070-8323-b07e-a49eff13b560::S3,2025-08-31T19:34:12.331000Z,2025-08-31T19:34:14.769963Z
3497,13990,1689,4,"{'assistant': 2, 'user': 2}",7665,3496,False,True,False,False,[],36,0.927,False,80,e7281dcc45a1,68b40735-a070-8323-b07e-a49eff13b560,Анализ файлов,68b40735-a070-8323-b07e-a49eff13b560::S4,2025-08-31T22:53:32.480000Z,2025-08-31T23:40:59.887427Z
1957,7828,897,3,"{'assistant': 2, 'user': 1}",3407,2608,False,True,False,False,[],8,0.853,False,90,64a9ff1ef00d,68b40735-a070-8323-b07e-a49eff13b560,Анализ файлов,68b40735-a070-8323-b07e-a49eff13b560::S5,2025-09-01T17:45:51.165000Z,2025-09-01T18:01:11.197695Z
5298,21194,2479,10,"{'assistant': 5, 'user': 5}",9191,2118,False,False,False,False,[],26,0.897,False,90,448f9e77bea3,68b407ef-1d58-8326-bf0c-b0b70bf779fe,Анализ файлов Python,68b407ef-1d58-8326-bf0c-b0b70bf779fe::S1,2025-08-31T08:29:33.966000Z,2025-08-31T10:24:32.423890Z
644,2577,306,2,"{'assistant': 1, 'user': 1}",2533,1288,False,True,False,False,[],3,1.0,False,90,c98265a47515,68b407ef-1d58-8326-bf0c-b0b70bf779fe,Анализ файлов Python,68b407ef-1d58-8326-bf0c-b0b70bf779fe::S2,2025-08-31T13:01:18.826000Z,2025-08-31T13:01:45.034721Z
1212,4850,656,2,"{'assistant': 1, 'user': 1}",2897,2424,True,False,False,False,[],15,0.912,False,85,00b794b48cfd,68b407ef-1d58-8326-bf0c-b0b70bf779fe,Анализ файлов Python,68b407ef-1d58-8326-bf0c-b0b70bf779fe::S3,2025-08-31T19:35:40.720000Z,2025-08-31T19:35:42.056575Z
2734,10939,1433,4,"{'assistant': 2, 'user': 2}",6210,2734,True,True,False,False,[],22,0.91,False,65,9e8c04c15c6f,68b407ef-1d58-8326-bf0c-b0b70bf779fe,Анализ файлов Python,68b407ef-1d58-8326-bf0c-b0b70bf779fe::S4,2025-08-31T22:53:17.324000Z,2025-08-31T23:38:02.285312Z
2329,9318,993,3,"{'assistant': 2, 'user': 1}",4882,3105,False,True,False,False,[],5,0.88,False,90,b2bda326f077,68b407ef-1d58-8326-bf0c-b0b70bf779fe,Анализ файлов Python,68b407ef-1d58-8326-bf0c-b0b70bf779fe::S5,2025-09-01T17:45:34.517000Z,2025-09-01T18:06:44.895546Z
1321,5286,660,2,"{'assistant': 1, 'user': 1}",4268,2642,False,True,True,False,[],8,0.947,False,80,e7bb8355454d,68b407ef-1d58-8326-bf0c-b0b70bf779fe,Анализ файлов Python,68b407ef-1d58-8326-bf0c-b0b70bf779fe::S6,2025-09-02T05:07:28.025000Z,2025-09-02T05:09:22.571654Z
2503,10013,1206,2,"{'assistant': 1, 'user': 1}",6625,5006,True,True,True,False,[],18,0.917,False,55,6603e1f0f11a,68b407ef-1d58-8326-bf0c-b0b70bf779fe,Анализ файлов Python,68b407ef-1d58-8326-bf0c-b0b70bf779fe::S7,2025-09-02T07:20:09.515000Z,2025-09-02T07:20:10.308927Z
77,308,39,2,"{'assistant': 1, 'user': 1}",268,153,False,False,False,False,[],0,1.0,False,100,879d627ca572,68b407ef-1d58-8326-bf0c-b0b70bf779fe,Анализ файлов Python,68b407ef-1d58-8326-bf0c-b0b70bf779fe::S8,2025-09-02T18:54:31.346000Z,2025-09-02T18:56:36.411893Z
2033,8135,1048,4,"{'assistant': 2, 'user': 2}",7575,2033,True,True,False,False,[],4,0.877,False,65,9b8eaad8d87a,68b407ef-1d58-8326-bf0c-b0b70bf779fe,Анализ файлов Python,68b407ef-1d58-8326-bf0c-b0b70bf779fe::S9,2025-09-03T19:46:23.116000Z,2025-09-03T20:06:23.559982Z
2802,11210,1434,2,"{'assistant': 1, 'user': 1}",7534,5604,False,True,False,True,['\\b(system|developer)\\s*[:\\-]\\s*'],24,0.88,False,70,a863eb5ffaaa,68b407ef-1d58-8326-bf0c-b0b70bf779fe,Анализ файлов Python,68b407ef-1d58-8326-bf0c-b0b70bf779fe::S10,2025-09-04T03:24:20.713458Z,2025-09-04T03:24:20.858000Z
16868,67474,6530,12,"{'assistant': 6, 'user': 6}",27556,5621,True,True,True,True,['\\b(system|developer)\\s*[:\\-]\\s*'],82,0.871,False,35,4dc9dd3a57a8,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S1,2025-08-31T10:39:30.889000Z,2025-08-31T11:12:24.911803Z
8272,33090,4225,4,"{'assistant': 3, 'user': 1}",30944,8271,False,False,False,False,[],104,0.939,False,90,64c1e8cc4b48,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S2,2025-08-31T12:58:26.122000Z,2025-08-31T13:11:01.171364Z
9540,38163,3921,11,"{'assistant': 7, 'user': 4}",13526,3468,True,True,True,True,['\\b(system|developer)\\s*[:\\-]\\s*'],88,0.942,False,35,f14a4358a5aa,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S3,2025-08-31T15:09:09.826000Z,2025-08-31T15:37:39.812210Z
20280,81123,10887,73,"{'assistant': 44, 'user': 29}",16686,1110,True,True,True,False,[],158,0.73,False,55,33f0d795c06c,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S4,2025-08-31T19:31:20.808000Z,2025-08-31T23:41:00.206201Z
918,3672,449,2,"{'assistant': 1, 'user': 1}",3469,1835,False,True,False,False,[],3,0.974,False,90,6ad92dc9e4cb,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S5,2025-09-01T12:04:11.097000Z,2025-09-01T12:04:19.102391Z
18486,73946,8235,10,"{'assistant': 5, 'user': 5}",56047,7393,True,True,False,False,[],89,0.867,False,65,a68029fda7f6,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S6,2025-09-01T17:42:14.221000Z,2025-09-01T19:24:49.699716Z
6161,24647,2665,17,"{'assistant': 9, 'user': 8}",6685,1448,True,True,True,False,[],13,0.909,False,45,a4747a0a2571,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S7,2025-09-02T03:26:07.320000Z,2025-09-02T04:59:02.097503Z
19944,79779,8479,19,"{'assistant': 11, 'user': 8}",22200,4197,True,True,True,False,[],104,0.787,False,55,2bc201aa7ada,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S8,2025-09-02T06:27:48.362000Z,2025-09-02T09:22:49.632699Z
13688,54752,5596,10,"{'assistant': 7, 'user': 3}",10745,5474,False,True,True,False,[],40,0.586,False,70,762100f780c1,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S9,2025-09-02T18:46:31.551000Z,2025-09-02T20:14:55.794881Z
2199,8798,1141,6,"{'assistant': 3, 'user': 3}",4177,1465,True,True,True,False,[],3,0.855,False,65,e7826124f3f9,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S10,2025-09-03T02:59:18.952000Z,2025-09-03T03:25:03.542800Z
2921,11685,1648,4,"{'assistant': 2, 'user': 2}",5335,2920,False,False,False,False,[],10,0.829,False,100,1440ae704f92,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S11,2025-09-04T02:55:33.401000Z,2025-09-04T03:06:00.700825Z
17198,68795,7270,19,"{'assistant': 12, 'user': 7}",10970,3619,False,True,False,False,[],30,0.578,False,80,00a728f9a4c7,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S12,2025-09-04T05:21:53.609000Z,2025-09-04T08:04:07.449777Z
662,2650,277,2,"{'assistant': 1, 'user': 1}",2566,1324,False,True,False,False,[],0,0.97,False,90,0a01dd774358,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S13,2025-09-04T10:15:40.234000Z,2025-09-04T10:17:31.303110Z
30703,122815,13925,18,"{'assistant': 10, 'user': 8}",35248,6822,False,True,True,True,['\\bact as\\b'],64,0.919,False,50,87316f9ba586,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S14,2025-09-04T11:41:29.150000Z,2025-09-04T13:29:00.788701Z
5241,20965,2312,4,"{'assistant': 2, 'user': 2}",13897,5240,False,True,True,False,[],7,0.871,False,70,fbef701d1841,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S15,2025-09-04T14:56:37.653000Z,2025-09-04T15:18:03.432206Z
7501,30006,3228,8,"{'assistant': 4, 'user': 4}",15115,3749,False,True,True,False,[],4,0.854,False,70,a241827be5c5,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S16,2025-09-04T19:39:16.657000Z,2025-09-04T20:08:05.771826Z
3178,12715,1440,4,"{'assistant': 2, 'user': 2}",9576,3178,True,True,False,False,[],5,0.915,False,65,c881611e2348,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S17,2025-09-04T21:59:45.143000Z,2025-09-04T22:07:01.109409Z
17732,70931,8486,25,"{'assistant': 14, 'user': 11}",33846,2836,False,False,True,True,['\\b(system|developer)\\s*[:\\-]\\s*'],32,0.912,False,60,2f606d3d8a1b,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S18,2025-09-05T04:34:30.268000Z,2025-09-05T06:26:21.222000Z
28352,113409,13780,29,"{'assistant': 18, 'user': 11}",37625,3909,True,True,True,True,['\\b(system|developer)\\s*[:\\-]\\s*'],167,0.898,False,35,87fe536415c7,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S19,2025-09-05T19:59:28.867269Z,2025-09-05T23:26:52.016008Z
4221,16886,1739,4,"{'assistant': 2, 'user': 2}",11390,4220,False,True,True,False,[],23,0.901,False,70,177ba6110582,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S20,2025-09-06T07:49:52.743000Z,2025-09-06T07:58:07.794655Z
4172,16691,1670,3,"{'assistant': 2, 'user': 1}",15179,5563,False,True,True,False,[],9,0.994,False,70,960bd5039816,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S21,2025-09-06T14:16:11.038000Z,2025-09-06T14:49:17.926035Z
1537,6151,818,4,"{'assistant': 2, 'user': 2}",3408,1537,False,False,False,False,[],0,0.772,False,100,93be2a74ba59,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S22,2025-09-06T15:56:39.984000Z,2025-09-06T16:53:10.120827Z
805,3223,383,2,"{'assistant': 1, 'user': 1}",3216,1611,False,True,False,False,[],0,1.0,False,90,a358ab3f7fe0,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S23,2025-09-06T18:57:29.449000Z,2025-09-06T18:57:40.929306Z
1175,4700,647,2,"{'assistant': 1, 'user': 1}",4696,2349,False,False,False,False,[],1,1.0,False,100,b48e50338eb7,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S24,2025-09-07T03:23:13.217000Z,2025-09-07T03:23:22.430136Z
2185,8741,990,4,"{'assistant': 2, 'user': 2}",7306,2184,False,False,False,False,[],6,0.985,False,90,ffa83d22f070,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S25,2025-09-07T04:34:58.083000Z,2025-09-07T05:29:34.859103Z
1545,6181,687,2,"{'assistant': 1, 'user': 1}",5615,3090,False,True,False,False,[],9,0.965,False,90,718efa2a0382,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S26,2025-09-07T08:18:27.950000Z,2025-09-07T08:22:22.160591Z
2086,8345,919,3,"{'assistant': 1, 'user': 2}",7784,2781,False,True,False,False,[],14,0.98,False,80,cda34751dd98,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S27,2025-09-08T03:57:09.885000Z,2025-09-08T04:13:02.830000Z
13841,55364,5406,1,{'user': 1},55364,55364,False,True,True,True,['\\b(system|developer)\\s*[:\\-]\\s*'],92,1.0,False,60,a1a9f899392d,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S28,2025-09-08T18:05:24.117000Z,2025-09-08T18:05:24.117000Z
20540,82163,8578,4,"{'assistant': 2, 'user': 2}",55365,20540,False,True,True,True,['\\b(system|developer)\\s*[:\\-]\\s*'],142,0.778,False,60,1fc4a646e2b0,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S29,2025-09-09T03:35:02.722000Z,2025-09-09T04:16:12.292540Z
14823,59293,6230,6,"{'assistant': 4, 'user': 2}",53012,9881,True,True,True,True,['\\b(system|developer)\\s*[:\\-]\\s*'],73,0.887,False,45,e3ca8f5089bf,68b42665-7fc8-832d-994a-368d894c6e54,Искра•дерижер,68b42665-7fc8-832d-994a-368d894c6e54::S30,2025-09-09T05:36:22.449000Z,2025-09-09T06:04:57.935716Z
3252,13008,1662,12,"{'assistant': 7, 'user': 5}",4268,1083,False,True,True,False,[],19,0.95,False,70,c71ee2ea719f,68b66ee1-729c-8323-af6e-b09f60156e52,Анализ репозитория GitHub,68b66ee1-729c-8323-af6e-b09f60156e52::S1,2025-09-02T04:13:21.506000Z,2025-09-02T05:06:12.416966Z
1289,5156,659,2,"{'assistant': 1, 'user': 1}",3297,2577,False,True,True,False,[],16,0.902,False,80,6a4829c0e68d,68b66ee1-729c-8323-af6e-b09f60156e52,Анализ репозитория GitHub,68b66ee1-729c-8323-af6e-b09f60156e52::S2,2025-09-02T07:12:40.225000Z,2025-09-02T07:12:53.587788Z
2203,8814,980,5,"{'assistant': 3, 'user': 2}",4069,1762,False,True,False,False,[],17,0.339,False,90,f3375802dfdb,68b66ee1-729c-8323-af6e-b09f60156e52,Анализ репозитория GitHub,68b66ee1-729c-8323-af6e-b09f60156e52::S3,2025-09-02T18:56:28.156000Z,2025-09-02T18:57:32.552498Z
1474,5899,612,10,"{'assistant': 6, 'user': 4}",2719,589,False,False,False,False,[],2,0.92,False,100,3d2764336379,68b66ee1-729c-8323-af6e-b09f60156e52,Анализ репозитория GitHub,68b66ee1-729c-8323-af6e-b09f60156e52::S4,2025-09-03T19:18:10.451920Z,2025-09-03T20:05:21.372059Z
1095,4382,606,2,"{'assistant': 1, 'user': 1}",3675,2190,False,False,False,False,[],3,0.893,False,100,6a3740335cd3,68b66ee1-729c-8323-af6e-b09f60156e52,Анализ репозитория GitHub,68b66ee1-729c-8323-af6e-b09f60156e52::S5,2025-09-04T03:23:20.903590Z,2025-09-04T03:23:21.018000Z
4590,18361,1960,9,"{'assistant': 5, 'user': 4}",7821,2039,False,True,False,False,[],0,0.609,False,80,2408009c97c8,68b66fb3-8ce8-8320-b676-a8ec0c77b430,Анализ репозитория GitHub,68b66fb3-8ce8-8320-b676-a8ec0c77b430::S1,2025-09-02T04:16:50.514000Z,2025-09-02T04:40:52.646990Z
3507,14029,1764,2,"{'assistant': 1, 'user': 1}",9760,7014,False,True,True,False,[],12,0.902,False,70,40028855b2ad,68b66fb3-8ce8-8320-b676-a8ec0c77b430,Анализ репозитория GitHub,68b66fb3-8ce8-8320-b676-a8ec0c77b430::S2,2025-09-02T05:51:34.498000Z,2025-09-02T05:51:35.573780Z
4136,16547,2193,2,"{'assistant': 1, 'user': 1}",13061,8273,True,True,True,False,[],29,0.812,False,55,2a665218f978,68b66fb3-8ce8-8320-b676-a8ec0c77b430,Анализ репозитория GitHub,68b66fb3-8ce8-8320-b676-a8ec0c77b430::S3,2025-09-02T07:22:53.344000Z,2025-09-02T07:22:55.732444Z
4315,17261,2042,2,"{'assistant': 1, 'user': 1}",17245,8630,False,True,True,True,['\\b(system|developer)\\s*[:\\-]\\s*'],11,0.998,False,60,1838973ef70e,68b66fb3-8ce8-8320-b676-a8ec0c77b430,Анализ репозитория GitHub,68b66fb3-8ce8-8320-b676-a8ec0c77b430::S4,2025-09-02T19:05:12.261000Z,2025-09-02T19:05:13.253634Z
3030,12122,1338,4,"{'assistant': 2, 'user': 2}",8390,3029,True,True,True,False,[],16,0.929,False,55,6c711f5d11be,68b66fb3-8ce8-8320-b676-a8ec0c77b430,Анализ репозитория GitHub,68b66fb3-8ce8-8320-b676-a8ec0c77b430::S5,2025-09-03T19:45:20.456000Z,2025-09-03T19:50:34.324820Z
4898,19595,2115,2,"{'assistant': 1, 'user': 1}",15920,9797,False,True,True,True,['\\b(system|developer)\\s*[:\\-]\\s*'],19,0.853,False,60,13aba90ee2ab,68b66fb3-8ce8-8320-b676-a8ec0c77b430,Анализ репозитория GitHub,68b66fb3-8ce8-8320-b676-a8ec0c77b430::S6,2025-09-04T03:23:52.121712Z,2025-09-04T03:23:52.294000Z
3443,13772,1427,14,"{'assistant': 9, 'user': 5}",4268,982,False,True,True,False,[],8,0.861,False,70,b87c4808bf9a,68b6700b-3c38-832f-b9b1-e313638b0431,Анализ репозитория файлов,68b6700b-3c38-832f-b9b1-e313638b0431::S1,2025-09-02T04:18:19.151000Z,2025-09-02T05:06:28.780636Z
1869,7476,908,2,"{'assistant': 1, 'user': 1}",4112,3737,False,True,True,False,[],25,0.927,False,80,1874fddc2d5f,68b6700b-3c38-832f-b9b1-e313638b0431,Анализ репозитория файлов,68b6700b-3c38-832f-b9b1-e313638b0431::S2,2025-09-02T07:16:27.424000Z,2025-09-02T07:35:45.407459Z
100,400,55,2,"{'assistant': 1, 'user': 1}",396,199,False,False,False,False,[],0,1.0,False,100,edfba6f630bc,68b6700b-3c38-832f-b9b1-e313638b0431,Анализ репозитория файлов,68b6700b-3c38-832f-b9b1-e313638b0431::S3,2025-09-02T18:56:07.676000Z,2025-09-02T18:57:34.632014Z
608,2432,326,10,"{'assistant': 5, 'user': 5}",977,242,False,False,False,False,[],13,0.869,False,100,55f5c23f90c5,68b6700b-3c38-832f-b9b1-e313638b0431,Анализ репозитория файлов,68b6700b-3c38-832f-b9b1-e313638b0431::S4,2025-09-03T19:18:46.074000Z,2025-09-03T20:05:16.107192Z
1063,4252,586,2,"{'assistant': 1, 'user': 1}",3675,2125,False,False,False,False,[],4,0.926,False,100,6e58393eb3c8,68b6700b-3c38-832f-b9b1-e313638b0431,Анализ репозитория файлов,68b6700b-3c38-832f-b9b1-e313638b0431::S5,2025-09-04T03:23:11.073614Z,2025-09-04T03:23:11.285000Z
4708,18833,2513,8,"{'assistant': 4, 'user': 4}",7158,2353,False,True,True,True,['\\b(system|developer)\\s*[:\\-]\\s*'],54,0.869,False,60,5af12f52ae74,68b670f6-0ea8-832c-a242-a591997e7621,Grim,68b670f6-0ea8-832c-a242-a591997e7621::S1,2025-09-02T04:22:14.042000Z,2025-09-02T05:07:08.424010Z
1320,5282,627,2,"{'assistant': 1, 'user': 1}",3325,2640,False,True,True,False,[],22,0.879,False,80,bb7248ec92c4,68b670f6-0ea8-832c-a242-a591997e7621,Grim,68b670f6-0ea8-832c-a242-a591997e7621::S2,2025-09-02T07:19:05.757000Z,2025-09-02T07:19:18.196753Z
